CustomerID,FirstName,LastName,Email,Phone,City,Country,CreatedAt
CUST0001,Benjamin,Rodriguez,benjamin.rodriguez@customer.org,+1-555-257-5739,Philadelphia,Spain,2024-11-16T21:18:24.216Z
CUST0002,Alexander,Martinez,alexander.martinez@example.com,+1-555-771-3763,Houston,Australia,2025-07-07T09:12:08.142Z
CUST0003,Lucas,Gonzalez,lucas.gonzalez@example.com,+1-555-853-1460,Jacksonville,USA,2024-04-13T00:50:42.264Z
CUST0004,Isabella,Johnson,isabella.johnson@example.com,+1-555-577-1244,Houston,Netherlands,2025-03-21T12:19:08.335Z
CUST0005,Amelia,Taylor,amelia.taylor@mail.com,+1-555-133-1462,Jacksonville,Australia,2024-03-21T03:57:21.116Z
CUST0006,Ava,Gonzalez,ava.gonzalez@example.com,+1-555-764-8728,Austin,United Kingdom,2023-10-13T00:04:58.478Z
CUST0007,Isabella,Garcia,isabella.garcia@example.com,+1-555-712-7237,Denver,USA,2024-11-06T01:48:41.366Z
CUST0008,Henry,Rodriguez,henry.rodriguez@customer.org,+1-555-199-1142,San Diego,France,2023-04-13T20:53:53.781Z
CUST0009,Benjamin,Moore,benjamin.moore@example.com,+1-555-941-3504,Charlotte,Canada,2025-01-10T11:43:55.033Z
CUST0010,Ethan,Taylor,ethan.taylor@example.com,+1-555-606-9245,Dallas,Australia,2025-11-08T18:04:46.004Z
CUST0011,Sophia,Lopez,sophia.lopez@mail.com,+1-555-365-5047,Indianapolis,Spain,2025-01-21T05:41:44.871Z
CUST0012,Sebastian,Moore,sebastian.moore@mail.com,+1-555-366-1907,Columbus,Germany,2024-07-03T12:53:50.075Z
CUST0013,Logan,Jackson,logan.jackson@example.com,+1-555-839-2169,Washington,Canada,2024-04-18T01:59:33.310Z
CUST0014,Mason,Wilson,mason.wilson@example.com,+1-555-247-6891,San Antonio,United Kingdom,2024-02-09T14:42:26.789Z
CUST0015,Benjamin,Moore,benjamin.moore@mail.com,+1-555-453-2182,Seattle,Germany,2025-03-31T05:41:08.772Z
CUST0016,Liam,Anderson,liam.anderson@shopper.net,+1-555-917-2880,Fort Worth,France,2025-06-30T15:57:42.870Z
CUST0017,Olivia,Smith,olivia.smith@shopper.net,+1-555-362-3479,San Antonio,USA,2024-12-29T04:39:31.493Z
CUST0018,Ava,Martin,ava.martin@shopper.net,+1-555-247-2537,Jacksonville,United Kingdom,2025-11-01T00:09:54.355Z
CUST0019,Mia,Rodriguez,mia.rodriguez@mail.com,+1-555-458-4025,Seattle,Germany,2024-12-04T20:22:15.482Z
CUST0020,Amelia,Gonzalez,amelia.gonzalez@shopper.net,+1-555-311-3928,Philadelphia,Germany,2024-08-20T19:26:45.907Z
CUST0021,Lucas,Jones,lucas.jones@example.com,+1-555-382-2124,San Antonio,USA,2024-12-14T12:56:00.077Z
CUST0022,James,Jones,james.jones@mail.com,+1-555-740-9213,Indianapolis,France,2024-01-04T13:15:30.781Z
CUST0023,Olivia,Moore,olivia.moore@shopper.net,+1-555-905-5050,Chicago,Spain,2025-05-22T17:45:38.731Z
CUST0024,Elijah,Jones,elijah.jones@mail.com,+1-555-986-5427,Seattle,Netherlands,2024-07-04T00:41:48.553Z
CUST0025,Mason,Johnson,mason.johnson@example.com,+1-555-555-7089,San Francisco,Sweden,2023-05-18T21:56:08.288Z
CUST0026,Elijah,Gonzalez,elijah.gonzalez@customer.org,+1-555-639-4159,Dallas,Netherlands,2025-06-05T12:34:58.943Z
CUST0027,Lucas,Miller,lucas.miller@customer.org,+1-555-396-8602,Houston,Germany,2024-09-29T22:25:26.067Z
CUST0028,Liam,Johnson,liam.johnson@shopper.net,+1-555-960-8915,San Jose,Italy,2025-01-17T21:33:12.703Z
CUST0029,Noah,Garcia,noah.garcia@example.com,+1-555-361-4968,Jacksonville,Italy,2023-01-05T17:36:56.615Z
CUST0030,Logan,Thomas,logan.thomas@example.com,+1-555-566-4991,San Jose,France,2024-11-13T04:33:18.606Z
CUST0031,Charlotte,Miller,charlotte.miller@mail.com,+1-555-554-3406,Austin,Australia,2023-04-25T04:49:08.801Z
CUST0032,Benjamin,Rodriguez,benjamin.rodriguez@example.com,+1-555-233-9489,Los Angeles,Netherlands,2022-11-18T15:37:44.791Z
CUST0033,Charlotte,Hernandez,charlotte.hernandez@example.com,+1-555-151-4335,Phoenix,Italy,2025-05-02T06:12:22.883Z
CUST0034,James,Johnson,james.johnson@customer.org,+1-555-695-8167,Austin,Netherlands,2025-02-12T21:33:08.769Z
CUST0035,Ethan,Brown,ethan.brown@example.com,+1-555-153-3364,Columbus,Spain,2023-02-27T12:19:11.299Z
CUST0036,James,Martin,james.martin@example.com,+1-555-404-3557,Indianapolis,Australia,2024-01-22T23:38:54.749Z
CUST0037,Ava,Jackson,ava.jackson@customer.org,+1-555-566-8740,Denver,Spain,2023-09-02T01:50:10.257Z
CUST0038,James,Taylor,james.taylor@mail.com,+1-555-775-5947,Columbus,Australia,2024-05-08T11:45:57.065Z
CUST0039,Ethan,Martin,ethan.martin@customer.org,+1-555-377-6683,Columbus,Netherlands,2025-03-02T21:56:15.164Z
CUST0040,Mia,Moore,mia.moore@mail.com,+1-555-471-4056,Austin,Netherlands,2025-07-04T23:45:39.979Z
CUST0041,Benjamin,Moore,benjamin.moore@shopper.net,+1-555-358-9652,San Jose,United Kingdom,2023-04-28T17:17:54.910Z
CUST0042,Benjamin,Thomas,benjamin.thomas@shopper.net,+1-555-267-8620,Denver,Australia,2025-01-05T06:25:15.256Z
CUST0043,Amelia,Johnson,amelia.johnson@mail.com,+1-555-707-4790,Dallas,Spain,2025-07-19T14:23:55.497Z
CUST0044,Mason,Hernandez,mason.hernandez@example.com,+1-555-187-2090,San Diego,Netherlands,2023-05-17T01:01:00.420Z
CUST0045,Elijah,Wilson,elijah.wilson@example.com,+1-555-343-7300,Philadelphia,Netherlands,2022-12-20T10:57:35.497Z
CUST0046,Benjamin,Jackson,benjamin.jackson@customer.org,+1-555-189-6644,Phoenix,France,2023-11-27T09:23:06.808Z
CUST0047,Isabella,Garcia,isabella.garcia@shopper.net,+1-555-539-6327,Chicago,Italy,2024-06-04T21:18:29.036Z
CUST0048,Lucas,Jackson,lucas.jackson@example.com,+1-555-129-4064,Phoenix,United Kingdom,2023-01-17T21:46:45.373Z
CUST0049,Sebastian,Lopez,sebastian.lopez@customer.org,+1-555-684-1288,Charlotte,Italy,2023-11-23T14:21:49.361Z
CUST0050,Mia,Jones,mia.jones@customer.org,+1-555-224-1742,San Francisco,France,2024-05-20T14:04:21.447Z
CUST0051,Alexander,Thomas,alexander.thomas@mail.com,+1-555-257-2309,Jacksonville,Spain,2025-09-21T12:18:51.340Z
CUST0052,Ava,Thomas,ava.thomas@example.com,+1-555-693-6425,Jacksonville,United Kingdom,2023-04-11T08:28:29.676Z
CUST0053,Henry,Hernandez,henry.hernandez@shopper.net,+1-555-961-6223,Philadelphia,USA,2023-01-08T02:43:50.705Z
CUST0054,Sophia,Anderson,sophia.anderson@customer.org,+1-555-876-5102,Houston,Spain,2023-08-16T09:54:36.051Z
CUST0055,Ethan,Brown,ethan.brown@customer.org,+1-555-222-9954,Phoenix,France,2023-02-18T07:08:50.718Z
CUST0056,Ethan,Gonzalez,ethan.gonzalez@mail.com,+1-555-242-9811,Indianapolis,Germany,2024-11-21T20:25:06.269Z
CUST0057,Ava,Hernandez,ava.hernandez@customer.org,+1-555-536-3269,San Jose,USA,2024-03-16T20:38:59.434Z
CUST0058,Alexander,Davis,alexander.davis@mail.com,+1-555-553-1368,Columbus,USA,2023-08-16T23:12:09.847Z
CUST0059,Henry,Thomas,henry.thomas@shopper.net,+1-555-148-6280,Austin,France,2025-04-19T13:29:02.677Z
